club_name,player_name,age,position,club_involved_name,fee,transfer_movement,fee_cleaned,league_name,year,season
Zenit St. Petersburg,Dejan Lovren,31,Centre-Back,Liverpool,£10.80m,in,10.8,Premier Liga,2020,2020/2021
Zenit St. Petersburg,Aleksandr Kokorin,29,Centre-Forward,Sochi,"End of loanJul 31, 2020",in,0,Premier Liga,2020,2020/2021
Zenit St. Petersburg,Danila Prokhin,19,Centre-Back,Zenit 2 S-Pb,-,in,0,Premier Liga,2020,2020/2021
Zenit St. Petersburg,Daniil Shamkin,18,Attacking Midfield,Zenit 2 S-Pb,-,in,0,Premier Liga,2020,2020/2021
Zenit St. Petersburg,Hernani,26,Defensive Midfield,Parma,"End of loanAug 31, 2020",in,0,Premier Liga,2020,2020/2021
Zenit St. Petersburg,Aleksandr Anyukov,37,Right-Back,KS Samara,"End of loanJun 30, 2020",in,0,Premier Liga,2020,2020/2021
Zenit St. Petersburg,Andrey Mostovoy,22,Left Winger,Sochi,"End of loanJul 31, 2020",in,0,Premier Liga,2020,2020/2021
Zenit St. Petersburg,Danil Krugovoy,22,Left-Back,Ufa,"End of loanJul 31, 2020",in,0,Premier Liga,2020,2020/2021
Zenit St. Petersburg,Denis Terentjev,27,Right-Back,Ufa,"End of loanJul 31, 2020",in,0,Premier Liga,2020,2020/2021
Zenit St. Petersburg,Hernani,26,Defensive Midfield,Parma,£4.03m,out,4.03,Premier Liga,2020,2020/2021
Zenit St. Petersburg,Igor Smolnikov,31,Right-Back,Krasnodar,Free transfer,out,0,Premier Liga,2020,2020/2021
Zenit St. Petersburg,Oleg Shatov,30,Attacking Midfield,Rubin Kazan,Free transfer,out,0,Premier Liga,2020,2020/2021
Zenit St. Petersburg,Aleksandr Kokorin,29,Centre-Forward,Spartak Moscow,Free transfer,out,0,Premier Liga,2020,2020/2021
Zenit St. Petersburg,Branislav Ivanovic,36,Centre-Back,West Brom,Free transfer,out,0,Premier Liga,2020,2020/2021
Zenit St. Petersburg,Aleksandr Anyukov,37,Right-Back,Retired,-,out,0,Premier Liga,2020,2020/2021
Zenit St. Petersburg,Emanuel Mammana,24,Centre-Back,Sochi,Loan,out,0,Premier Liga,2020,2020/2021
Zenit St. Petersburg,Daler Kuzyaev,27,Central Midfield,Without Club,-,out,0,Premier Liga,2020,2020/2021
Zenit St. Petersburg,Yordan Osorio,26,Centre-Back,FC Porto,"End of loanJul 31, 2020",out,0,Premier Liga,2020,2020/2021
Lokomotiv Moscow,François Kamano,24,Left Winger,G. Bordeaux,£4.95m,in,4.95,Premier Liga,2020,2020/2021
Lokomotiv Moscow,Vitali Lisakovich,22,Centre-Forward,Soligorsk,£990Th.,in,0.99,Premier Liga,2020,2020/2021
Lokomotiv Moscow,Jasurbek Jaloliddinov,18,Right Winger,Bunyodkor,£810Th.,in,0.81,Premier Liga,2020,2020/2021
Lokomotiv Moscow,Vitali Lystsov,25,Centre-Back,KS Samara,£720Th.,in,0.72,Premier Liga,2020,2020/2021
Lokomotiv Moscow,Slobodan Rajkovic,31,Centre-Back,Perugia,Free transfer,in,0,Premier Liga,2020,2020/2021
Lokomotiv Moscow,Timofey Margasov,28,Right-Back,Sochi,"End of loanJul 31, 2020",in,0,Premier Liga,2020,2020/2021
Lokomotiv Moscow,Fedor Smolov,30,Centre-Forward,Celta de Vigo,"End of loanJul 27, 2020",in,0,Premier Liga,2020,2020/2021
Lokomotiv Moscow,Aleksey Miranchuk,24,Attacking Midfield,Atalanta,£13.05m,out,13.05,Premier Liga,2020,2020/2021
Lokomotiv Moscow,Timofey Margasov,28,Right-Back,Sochi,Free transfer,out,0,Premier Liga,2020,2020/2021
Lokomotiv Moscow,Nikita Medvedev,25,Goalkeeper,Rubin Kazan,Free transfer,out,0,Premier Liga,2020,2020/2021
Lokomotiv Moscow,Benedikt Höwedes,32,Centre-Back,Retired,-,out,0,Premier Liga,2020,2020/2021
Lokomotiv Moscow,Aleksandr Kolomeytsev,31,Central Midfield,Retired,-,out,0,Premier Liga,2020,2020/2021
Lokomotiv Moscow,Jefferson Farfán,35,Right Winger,Without Club,-,out,0,Premier Liga,2020,2020/2021
Lokomotiv Moscow,Bryan Idowu,28,Left-Back,Khimki,Loan,out,0,Premier Liga,2020,2020/2021
Lokomotiv Moscow,Solomon Kvirkvelia,28,Centre-Back,Rotor Volgograd,Loan,out,0,Premier Liga,2020,2020/2021
Lokomotiv Moscow,João Mário,27,Central Midfield,Inter,"End of loanJul 31, 2020",out,0,Premier Liga,2020,2020/2021
CSKA Moscow,Chidera Ejuke,22,Left Winger,Heerenveen,£10.35m,in,10.35,Premier Liga,2020,2020/2021
CSKA Moscow,Adolfo Gaich,21,Centre-Forward,San Lorenzo,£7.65m,in,7.65,Premier Liga,2020,2020/2021
CSKA Moscow,Bruno Fuchs,21,Centre-Back,Internacional,£7.20m,in,7.2,Premier Liga,2020,2020/2021
CSKA Moscow,Baktiyar Zaynutdinov,22,Attacking Midfield,Rostov,£1.80m,in,1.8,Premier Liga,2020,2020/2021
CSKA Moscow,Gocha Gogrichiani,20,Centre-Forward,Rostov II,Free transfer,in,0,Premier Liga,2020,2020/2021
CSKA Moscow,Takuma Nishimura,24,Second Striker,Vegalta Sendai,"End of loanJan 2, 2021",in,0,Premier Liga,2020,2020/2021
CSKA Moscow,Vladislav Torop,16,Goalkeeper,CSKA Moscow II,-,in,0,Premier Liga,2020,2020/2021
CSKA Moscow,Lassana N'Diaye,20,Centre-Forward,AFC Eskilstuna,"End of loanDec 31, 2020",in,0,Premier Liga,2020,2020/2021
CSKA Moscow,Timur Zhamaletdinov,23,Centre-Forward,Lech Poznan,"End of loanJul 31, 2020",in,0,Premier Liga,2020,2020/2021
CSKA Moscow,Khetag Khosonov,21,Defensive Midfield,Tambov,"End of loanJun 1, 2020",in,0,Premier Liga,2020,2020/2021
CSKA Moscow,Nayair Tiknizyan,21,Left Midfield,Avangard Kursk,"End of loanJun 1, 2020",in,0,Premier Liga,2020,2020/2021
CSKA Moscow,Timur Zhamaletdinov,23,Centre-Forward,Ufa,£243Th.,out,0.243,Premier Liga,2020,2020/2021
CSKA Moscow,Khetag Khosonov,22,Defensive Midfield,Alania Vl.,£207Th.,out,0.207,Premier Liga,2020,2020/2021
CSKA Moscow,Lassana N'Diaye,19,Centre-Forward,AFC Eskilstuna,Loan,out,0,Premier Liga,2020,2020/2021
CSKA Moscow,Jaka Bijol,21,Defensive Midfield,Hannover 96,Loan,out,0,Premier Liga,2020,2020/2021
CSKA Moscow,Ilya Pomazun,23,Goalkeeper,Ural,Loan,out,0,Premier Liga,2020,2020/2021
CSKA Moscow,Cédric Gogoua,26,Centre-Back,Rotor Volgograd,Loan,out,0,Premier Liga,2020,2020/2021
CSKA Moscow,Gocha Gogrichiani,20,Centre-Forward,Akron Togliatti,Loan,out,0,Premier Liga,2020,2020/2021
FK Krasnodar,Igor Smolnikov,31,Right-Back,Zenit S-Pb,Free transfer,in,0,Premier Liga,2020,2020/2021
FK Krasnodar,Evgeniy Gorodov,34,Goalkeeper,Akhmat Grozny,Free transfer,in,0,Premier Liga,2020,2020/2021
